"","loan_amount","emp_length","home_ownership","income","loan_purpose","debt_to_income","credit_score","recent_inquiry","delinquent","credit_accounts","bad_public_record","credit_utilization","past_bankrupt","outcome"
"25686","HIGH","2 - 5 years","OWN","HIGH","home_improvement","HIGH","AVERAGE","YES","NEVER","MANY","NO","MEDIUM","NO","repaid"
"25687","MEDIUM","2 - 5 years","OWN","LOW","debt_consolidation","AVERAGE","AVERAGE","NO","IN PAST 2 YEARS","FEW","NO","HIGH","NO","repaid"
"25689","MEDIUM","< 2 years","RENT","MEDIUM","credit_card","LOW","AVERAGE","YES","IN PAST 2 YEARS","FEW","NO","MEDIUM","NO","repaid"
"25690","LOW","2 - 5 years","MORTGAGE","HIGH","home_improvement","AVERAGE","HIGH","YES","NEVER","MANY","NO","LOW","NO","repaid"
"25698","MEDIUM","2 - 5 years","RENT","HIGH","major_purchase","LOW","AVERAGE","NO","NEVER","FEW","NO","HIGH","NO","default"
"25699","MEDIUM","10+ years","OWN","MEDIUM","vacation","AVERAGE","LOW","YES","NEVER","AVERAGE","NO","HIGH","NO","default"
"25702","HIGH","6 - 9 years","MORTGAGE","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","AVERAGE","NO","HIGH","NO","default"
"25703","MEDIUM","2 - 5 years","MORTGAGE","MEDIUM","other","LOW","AVERAGE","YES","NEVER","FEW","NO","MEDIUM","NO","repaid"
"25705","MEDIUM","6 - 9 years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","MORE THAN 2 YEARS AGO","MANY","NO","MEDIUM","NO","default"
"25710","MEDIUM","< 2 years","RENT","HIGH","debt_consolidation","LOW","LOW","YES","MORE THAN 2 YEARS AGO","MANY","NO","MEDIUM","NO","default"
"25718","LOW","2 - 5 years","RENT","MEDIUM","major_purchase","AVERAGE","LOW","NO","MORE THAN 2 YEARS AGO","FEW","NO","LOW","NO","default"
"25721","HIGH","< 2 years","RENT","HIGH","credit_card","HIGH","LOW","YES","MORE THAN 2 YEARS AGO","AVERAGE","NO","HIGH","NO","repaid"
"25722","MEDIUM","2 - 5 years","MORTGAGE","HIGH","home_improvement","AVERAGE","AVERAGE","YES","NEVER","MANY","YES","HIGH","YES","default"
"25723","MEDIUM","10+ years","RENT","MEDIUM","debt_consolidation","AVERAGE","HIGH","NO","NEVER","FEW","NO","MEDIUM","NO","default"
"25724","LOW","< 2 years","RENT","LOW","debt_consolidation","HIGH","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"25731","MEDIUM","< 2 years","MORTGAGE","LOW","small_business","AVERAGE","AVERAGE","YES","NEVER","MANY","NO","LOW","NO","default"
"25733","LOW","10+ years","MORTGAGE","MEDIUM","debt_consolidation","LOW","AVERAGE","NO","MORE THAN 2 YEARS AGO","AVERAGE","NO","MEDIUM","NO","default"
"25736","LOW","2 - 5 years","MORTGAGE","HIGH","home_improvement","AVERAGE","AVERAGE","NO","NEVER","MANY","YES","HIGH","YES","default"
"25738","LOW","< 2 years","MORTGAGE","LOW","other","HIGH","LOW","YES","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"25750","HIGH","10+ years","MORTGAGE","HIGH","debt_consolidation","AVERAGE","HIGH","YES","MORE THAN 2 YEARS AGO","MANY","NO","MEDIUM","NO","default"
"25751","MEDIUM","10+ years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","NO","MORE THAN 2 YEARS AGO","MANY","NO","MEDIUM","NO","repaid"
"25754","MEDIUM","2 - 5 years","RENT","MEDIUM","debt_consolidation","AVERAGE","HIGH","YES","NEVER","AVERAGE","NO","LOW","NO","repaid"
"25765","HIGH","10+ years","MORTGAGE","HIGH","debt_consolidation","AVERAGE","AVERAGE","NO","MORE THAN 2 YEARS AGO","AVERAGE","YES","HIGH","YES","repaid"
"25768","LOW","10+ years","OWN","MEDIUM","home_improvement","HIGH","HIGH","YES","NEVER","AVERAGE","NO","LOW","NO","repaid"
"25769","HIGH","< 2 years","MORTGAGE","HIGH","credit_card","LOW","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"25770","LOW","2 - 5 years","RENT","LOW","car","AVERAGE","AVERAGE","NO","NEVER","FEW","NO","LOW","NO","default"
"25771","MEDIUM","< 2 years","RENT","MEDIUM","debt_consolidation","HIGH","AVERAGE","YES","NEVER","AVERAGE","NO","HIGH","NO","repaid"
"25772","MEDIUM","6 - 9 years","RENT","MEDIUM","wedding","AVERAGE","LOW","YES","MORE THAN 2 YEARS AGO","MANY","NO","MEDIUM","NO","repaid"
"25773","LOW","2 - 5 years","RENT","MEDIUM","debt_consolidation","LOW","AVERAGE","YES","MORE THAN 2 YEARS AGO","MANY","NO","LOW","NO","default"
"25779","MEDIUM","2 - 5 years","RENT","LOW","major_purchase","AVERAGE","HIGH","YES","NEVER","FEW","NO","MEDIUM","NO","default"
"25784","MEDIUM","unemployed","RENT","MEDIUM","credit_card","HIGH","AVERAGE","YES","NEVER","MANY","NO","MEDIUM","NO","default"
"25798","MEDIUM","10+ years","MORTGAGE","LOW","debt_consolidation","AVERAGE","LOW","YES","NEVER","AVERAGE","YES","MEDIUM","YES","repaid"
"25807","MEDIUM","2 - 5 years","MORTGAGE","MEDIUM","home_improvement","LOW","AVERAGE","YES","NEVER","FEW","NO","MEDIUM","NO","default"
"25812","MEDIUM","2 - 5 years","MORTGAGE","LOW","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","MANY","NO","MEDIUM","NO","default"
"25818","HIGH","2 - 5 years","MORTGAGE","LOW","credit_card","HIGH","HIGH","NO","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"25822","MEDIUM","6 - 9 years","RENT","MEDIUM","debt_consolidation","HIGH","LOW","YES","IN PAST 2 YEARS","AVERAGE","YES","MEDIUM","YES","repaid"
"25824","MEDIUM","10+ years","MORTGAGE","HIGH","home_improvement","AVERAGE","AVERAGE","YES","NEVER","MANY","NO","MEDIUM","NO","default"
"25828","MEDIUM","10+ years","MORTGAGE","HIGH","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","AVERAGE","NO","HIGH","NO","repaid"
"25832","LOW","10+ years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","MORE THAN 2 YEARS AGO","FEW","NO","MEDIUM","NO","repaid"
"25836","MEDIUM","< 2 years","RENT","MEDIUM","credit_card","HIGH","AVERAGE","NO","NEVER","AVERAGE","NO","HIGH","NO","repaid"
"25838","MEDIUM","< 2 years","OWN","LOW","other","AVERAGE","AVERAGE","YES","NEVER","FEW","NO","MEDIUM","NO","default"
"25840","LOW","2 - 5 years","MORTGAGE","LOW","credit_card","AVERAGE","HIGH","YES","NEVER","MANY","NO","MEDIUM","NO","default"
"25841","MEDIUM","10+ years","MORTGAGE","HIGH","home_improvement","LOW","AVERAGE","NO","NEVER","MANY","NO","LOW","NO","repaid"
"25845","MEDIUM","2 - 5 years","RENT","MEDIUM","debt_consolidation","AVERAGE","LOW","YES","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"25846","MEDIUM","10+ years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","IN PAST 2 YEARS","MANY","YES","MEDIUM","YES","repaid"
"25848","MEDIUM","2 - 5 years","MORTGAGE","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","NO","MORE THAN 2 YEARS AGO","MANY","NO","HIGH","NO","default"
"25849","MEDIUM","2 - 5 years","MORTGAGE","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","NO","MORE THAN 2 YEARS AGO","FEW","NO","MEDIUM","NO","repaid"
"25850","HIGH","2 - 5 years","RENT","HIGH","major_purchase","LOW","HIGH","YES","NEVER","MANY","NO","LOW","NO","repaid"
"25856","MEDIUM","2 - 5 years","RENT","MEDIUM","major_purchase","HIGH","LOW","YES","MORE THAN 2 YEARS AGO","MANY","NO","HIGH","NO","default"
"25863","HIGH","10+ years","MORTGAGE","HIGH","home_improvement","LOW","AVERAGE","YES","IN PAST 2 YEARS","AVERAGE","NO","LOW","NO","repaid"
"25866","LOW","2 - 5 years","MORTGAGE","LOW","home_improvement","LOW","AVERAGE","NO","NEVER","FEW","NO","HIGH","NO","default"
"25872","MEDIUM","< 2 years","OWN","LOW","other","HIGH","AVERAGE","NO","NEVER","FEW","NO","MEDIUM","NO","repaid"
"25873","MEDIUM","2 - 5 years","MORTGAGE","MEDIUM","house","LOW","LOW","NO","MORE THAN 2 YEARS AGO","AVERAGE","NO","MEDIUM","NO","repaid"
"25875","MEDIUM","2 - 5 years","MORTGAGE","MEDIUM","credit_card","HIGH","AVERAGE","NO","NEVER","AVERAGE","NO","HIGH","NO","default"
"25877","LOW","2 - 5 years","RENT","LOW","debt_consolidation","HIGH","AVERAGE","YES","MORE THAN 2 YEARS AGO","AVERAGE","NO","MEDIUM","NO","default"
"25880","MEDIUM","< 2 years","MORTGAGE","HIGH","debt_consolidation","AVERAGE","AVERAGE","YES","IN PAST 2 YEARS","AVERAGE","NO","MEDIUM","NO","default"
"25889","MEDIUM","< 2 years","RENT","LOW","small_business","AVERAGE","AVERAGE","YES","NEVER","FEW","NO","HIGH","NO","default"
"25892","MEDIUM","2 - 5 years","RENT","MEDIUM","credit_card","LOW","HIGH","YES","NEVER","MANY","NO","MEDIUM","NO","default"
"25895","MEDIUM","2 - 5 years","MORTGAGE","HIGH","debt_consolidation","LOW","AVERAGE","YES","MORE THAN 2 YEARS AGO","AVERAGE","NO","MEDIUM","NO","default"
"25897","LOW","2 - 5 years","MORTGAGE","LOW","car","AVERAGE","AVERAGE","YES","NEVER","FEW","NO","MEDIUM","NO","repaid"
"25899","MEDIUM","10+ years","MORTGAGE","LOW","debt_consolidation","AVERAGE","HIGH","NO","NEVER","MANY","NO","LOW","NO","default"
"25901","HIGH","2 - 5 years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","MORE THAN 2 YEARS AGO","MANY","NO","MEDIUM","NO","default"
"25904","MEDIUM","< 2 years","RENT","LOW","wedding","AVERAGE","AVERAGE","YES","MORE THAN 2 YEARS AGO","FEW","NO","HIGH","NO","repaid"
"25905","HIGH","2 - 5 years","MORTGAGE","HIGH","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","MANY","NO","MEDIUM","NO","repaid"
"25909","HIGH","10+ years","MORTGAGE","MEDIUM","small_business","LOW","HIGH","YES","NEVER","FEW","NO","LOW","NO","default"
"25910","HIGH","6 - 9 years","OWN","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"25911","MEDIUM","6 - 9 years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"25912","MEDIUM","unemployed","MORTGAGE","MEDIUM","credit_card","AVERAGE","AVERAGE","NO","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"25917","LOW","< 2 years","MORTGAGE","HIGH","medical","LOW","HIGH","YES","NEVER","FEW","NO","MEDIUM","NO","repaid"
"25919","LOW","2 - 5 years","RENT","LOW","home_improvement","AVERAGE","AVERAGE","NO","MORE THAN 2 YEARS AGO","AVERAGE","NO","MEDIUM","NO","repaid"
"25926","LOW","2 - 5 years","MORTGAGE","MEDIUM","credit_card","AVERAGE","AVERAGE","YES","NEVER","FEW","NO","MEDIUM","NO","repaid"
"25933","MEDIUM","2 - 5 years","RENT","MEDIUM","other","AVERAGE","AVERAGE","YES","NEVER","FEW","NO","HIGH","NO","repaid"
"25939","MEDIUM","10+ years","MORTGAGE","HIGH","other","LOW","HIGH","NO","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"25942","MEDIUM","6 - 9 years","MORTGAGE","MEDIUM","debt_consolidation","HIGH","AVERAGE","NO","IN PAST 2 YEARS","AVERAGE","NO","MEDIUM","NO","repaid"
"25943","LOW","2 - 5 years","RENT","MEDIUM","debt_consolidation","LOW","AVERAGE","NO","NEVER","FEW","NO","HIGH","NO","repaid"
"25950","LOW","2 - 5 years","OWN","LOW","other","HIGH","HIGH","NO","NEVER","FEW","NO","LOW","NO","repaid"
"25952","LOW","2 - 5 years","RENT","MEDIUM","medical","LOW","AVERAGE","NO","IN PAST 2 YEARS","AVERAGE","NO","LOW","NO","repaid"
"25960","HIGH","6 - 9 years","MORTGAGE","HIGH","debt_consolidation","AVERAGE","AVERAGE","NO","IN PAST 2 YEARS","FEW","NO","LOW","NO","repaid"
"25963","MEDIUM","10+ years","RENT","MEDIUM","credit_card","HIGH","AVERAGE","YES","MORE THAN 2 YEARS AGO","FEW","NO","HIGH","NO","default"
"25964","MEDIUM","10+ years","MORTGAGE","MEDIUM","home_improvement","LOW","HIGH","YES","NEVER","AVERAGE","NO","LOW","NO","repaid"
"25966","MEDIUM","< 2 years","RENT","MEDIUM","house","HIGH","LOW","YES","NEVER","AVERAGE","YES","MEDIUM","YES","default"
"25972","LOW","6 - 9 years","MORTGAGE","LOW","debt_consolidation","AVERAGE","LOW","YES","MORE THAN 2 YEARS AGO","FEW","NO","MEDIUM","NO","repaid"
"25973","MEDIUM","2 - 5 years","RENT","LOW","other","HIGH","AVERAGE","NO","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"25976","MEDIUM","10+ years","MORTGAGE","LOW","debt_consolidation","HIGH","AVERAGE","YES","NEVER","MANY","YES","MEDIUM","YES","default"
"25981","MEDIUM","2 - 5 years","RENT","MEDIUM","wedding","LOW","AVERAGE","YES","NEVER","AVERAGE","NO","LOW","NO","default"
"25982","LOW","10+ years","OWN","MEDIUM","credit_card","AVERAGE","LOW","NO","MORE THAN 2 YEARS AGO","MANY","NO","MEDIUM","NO","default"
"25983","MEDIUM","10+ years","RENT","HIGH","other","HIGH","AVERAGE","NO","IN PAST 2 YEARS","MANY","NO","MEDIUM","NO","default"
"25986","HIGH","2 - 5 years","MORTGAGE","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","NO","IN PAST 2 YEARS","AVERAGE","NO","MEDIUM","NO","default"
"25989","LOW","< 2 years","MORTGAGE","MEDIUM","other","AVERAGE","LOW","YES","NEVER","MANY","NO","LOW","NO","repaid"
"25997","HIGH","< 2 years","RENT","HIGH","small_business","AVERAGE","AVERAGE","YES","NEVER","MANY","NO","MEDIUM","NO","default"
"26007","HIGH","6 - 9 years","OWN","HIGH","home_improvement","HIGH","HIGH","YES","NEVER","MANY","NO","MEDIUM","NO","repaid"
"26010","LOW","6 - 9 years","MORTGAGE","LOW","debt_consolidation","AVERAGE","LOW","YES","MORE THAN 2 YEARS AGO","FEW","NO","HIGH","NO","repaid"
"26012","MEDIUM","2 - 5 years","MORTGAGE","MEDIUM","small_business","AVERAGE","AVERAGE","YES","NEVER","MANY","NO","MEDIUM","NO","default"
"26013","LOW","2 - 5 years","OWN","LOW","credit_card","HIGH","LOW","NO","NEVER","FEW","NO","MEDIUM","NO","default"
"26017","MEDIUM","2 - 5 years","RENT","MEDIUM","debt_consolidation","HIGH","AVERAGE","NO","MORE THAN 2 YEARS AGO","AVERAGE","NO","MEDIUM","NO","repaid"
"26021","HIGH","10+ years","RENT","MEDIUM","debt_consolidation","HIGH","AVERAGE","NO","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"26023","MEDIUM","10+ years","OWN","MEDIUM","debt_consolidation","AVERAGE","HIGH","YES","MORE THAN 2 YEARS AGO","AVERAGE","NO","LOW","NO","default"
"26026","MEDIUM","2 - 5 years","MORTGAGE","HIGH","home_improvement","AVERAGE","AVERAGE","YES","NEVER","MANY","NO","MEDIUM","NO","repaid"
"26036","MEDIUM","10+ years","MORTGAGE","MEDIUM","credit_card","AVERAGE","AVERAGE","NO","MORE THAN 2 YEARS AGO","AVERAGE","NO","MEDIUM","NO","default"
"26038","MEDIUM","2 - 5 years","RENT","LOW","debt_consolidation","LOW","AVERAGE","NO","NEVER","FEW","NO","HIGH","NO","default"
"26044","LOW","10+ years","MORTGAGE","MEDIUM","home_improvement","AVERAGE","AVERAGE","YES","IN PAST 2 YEARS","AVERAGE","NO","LOW","NO","default"
"26050","MEDIUM","2 - 5 years","RENT","MEDIUM","debt_consolidation","LOW","AVERAGE","YES","NEVER","FEW","NO","MEDIUM","NO","default"
"26052","MEDIUM","2 - 5 years","RENT","MEDIUM","debt_consolidation","AVERAGE","LOW","NO","NEVER","AVERAGE","NO","HIGH","NO","default"
"26053","HIGH","10+ years","RENT","MEDIUM","debt_consolidation","HIGH","AVERAGE","YES","MORE THAN 2 YEARS AGO","MANY","NO","MEDIUM","NO","default"
"26054","MEDIUM","10+ years","MORTGAGE","HIGH","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","MANY","NO","MEDIUM","NO","default"
"26058","LOW","10+ years","RENT","LOW","credit_card","LOW","AVERAGE","YES","NEVER","AVERAGE","YES","LOW","YES","repaid"
"26062","MEDIUM","10+ years","MORTGAGE","LOW","major_purchase","LOW","AVERAGE","YES","IN PAST 2 YEARS","AVERAGE","NO","LOW","NO","default"
"26063","LOW","< 2 years","MORTGAGE","MEDIUM","home_improvement","HIGH","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"26064","MEDIUM","< 2 years","MORTGAGE","HIGH","debt_consolidation","AVERAGE","LOW","YES","IN PAST 2 YEARS","AVERAGE","NO","MEDIUM","NO","repaid"
"26067","MEDIUM","10+ years","MORTGAGE","MEDIUM","credit_card","AVERAGE","AVERAGE","NO","NEVER","MANY","NO","MEDIUM","NO","repaid"
"26076","LOW","6 - 9 years","MORTGAGE","HIGH","home_improvement","HIGH","AVERAGE","YES","NEVER","AVERAGE","NO","HIGH","NO","default"
"26079","LOW","2 - 5 years","RENT","HIGH","small_business","LOW","AVERAGE","NO","NEVER","FEW","NO","HIGH","NO","default"
"26080","LOW","< 2 years","RENT","LOW","debt_consolidation","LOW","LOW","YES","MORE THAN 2 YEARS AGO","AVERAGE","NO","MEDIUM","NO","repaid"
"26081","HIGH","< 2 years","RENT","MEDIUM","debt_consolidation","HIGH","AVERAGE","NO","MORE THAN 2 YEARS AGO","MANY","NO","HIGH","NO","default"
"26091","MEDIUM","10+ years","RENT","MEDIUM","debt_consolidation","LOW","HIGH","YES","NEVER","MANY","NO","LOW","NO","default"
"26095","LOW","10+ years","MORTGAGE","MEDIUM","debt_consolidation","HIGH","HIGH","YES","NEVER","AVERAGE","NO","LOW","NO","default"
"26097","MEDIUM","2 - 5 years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","NO","MORE THAN 2 YEARS AGO","AVERAGE","NO","MEDIUM","NO","default"
"26113","MEDIUM","2 - 5 years","MORTGAGE","MEDIUM","home_improvement","AVERAGE","HIGH","YES","MORE THAN 2 YEARS AGO","AVERAGE","NO","LOW","NO","repaid"
"26114","HIGH","10+ years","RENT","MEDIUM","small_business","AVERAGE","AVERAGE","YES","IN PAST 2 YEARS","AVERAGE","NO","MEDIUM","NO","default"
"26115","MEDIUM","6 - 9 years","MORTGAGE","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","MORE THAN 2 YEARS AGO","AVERAGE","NO","MEDIUM","NO","default"
"26120","LOW","2 - 5 years","OWN","LOW","debt_consolidation","HIGH","LOW","NO","MORE THAN 2 YEARS AGO","AVERAGE","NO","MEDIUM","NO","default"
"26123","MEDIUM","2 - 5 years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","AVERAGE","NO","LOW","NO","repaid"
"26126","MEDIUM","2 - 5 years","MORTGAGE","LOW","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"26128","MEDIUM","10+ years","MORTGAGE","MEDIUM","home_improvement","LOW","HIGH","YES","NEVER","FEW","NO","MEDIUM","NO","default"
"26129","HIGH","6 - 9 years","MORTGAGE","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","MORE THAN 2 YEARS AGO","MANY","NO","MEDIUM","NO","default"
"26130","HIGH","10+ years","OWN","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","IN PAST 2 YEARS","AVERAGE","NO","MEDIUM","NO","repaid"
"26134","MEDIUM","< 2 years","RENT","MEDIUM","wedding","HIGH","LOW","YES","NEVER","AVERAGE","NO","HIGH","NO","default"
"26139","MEDIUM","10+ years","MORTGAGE","HIGH","debt_consolidation","AVERAGE","AVERAGE","YES","IN PAST 2 YEARS","MANY","NO","LOW","NO","repaid"
"26141","HIGH","10+ years","MORTGAGE","HIGH","debt_consolidation","HIGH","AVERAGE","YES","NEVER","AVERAGE","NO","HIGH","NO","repaid"
"26147","MEDIUM","2 - 5 years","OWN","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"26154","MEDIUM","10+ years","MORTGAGE","MEDIUM","debt_consolidation","HIGH","AVERAGE","NO","MORE THAN 2 YEARS AGO","FEW","NO","HIGH","NO","default"
"26159","MEDIUM","2 - 5 years","MORTGAGE","MEDIUM","debt_consolidation","HIGH","LOW","YES","NEVER","AVERAGE","NO","HIGH","NO","default"
"26160","LOW","2 - 5 years","MORTGAGE","MEDIUM","debt_consolidation","AVERAGE","LOW","YES","IN PAST 2 YEARS","AVERAGE","NO","MEDIUM","NO","default"
"26162","HIGH","< 2 years","RENT","MEDIUM","debt_consolidation","HIGH","AVERAGE","NO","NEVER","FEW","NO","HIGH","NO","default"
"26163","MEDIUM","2 - 5 years","RENT","MEDIUM","debt_consolidation","HIGH","AVERAGE","NO","NEVER","MANY","NO","MEDIUM","NO","repaid"
"26164","MEDIUM","< 2 years","MORTGAGE","MEDIUM","car","AVERAGE","LOW","YES","NEVER","AVERAGE","NO","HIGH","NO","default"
"26168","HIGH","10+ years","MORTGAGE","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","FEW","NO","MEDIUM","NO","default"
"26175","MEDIUM","< 2 years","RENT","LOW","debt_consolidation","LOW","AVERAGE","NO","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"26196","MEDIUM","10+ years","MORTGAGE","MEDIUM","small_business","LOW","AVERAGE","YES","IN PAST 2 YEARS","FEW","NO","HIGH","NO","default"
"26200","MEDIUM","10+ years","MORTGAGE","MEDIUM","debt_consolidation","LOW","HIGH","NO","NEVER","FEW","NO","MEDIUM","NO","repaid"
"26202","MEDIUM","10+ years","RENT","LOW","home_improvement","LOW","HIGH","YES","NEVER","MANY","NO","LOW","NO","default"
"26206","LOW","2 - 5 years","RENT","MEDIUM","other","LOW","AVERAGE","NO","NEVER","FEW","NO","HIGH","NO","repaid"
"26208","HIGH","10+ years","RENT","MEDIUM","renewable_energy","AVERAGE","HIGH","YES","NEVER","MANY","NO","LOW","NO","default"
"26212","LOW","10+ years","MORTGAGE","HIGH","car","AVERAGE","HIGH","YES","NEVER","MANY","NO","LOW","NO","repaid"
"26218","LOW","2 - 5 years","RENT","HIGH","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","FEW","YES","LOW","NO","repaid"
"26226","LOW","2 - 5 years","MORTGAGE","HIGH","small_business","AVERAGE","LOW","NO","MORE THAN 2 YEARS AGO","FEW","NO","HIGH","NO","default"
"26228","LOW","2 - 5 years","MORTGAGE","MEDIUM","home_improvement","LOW","LOW","YES","MORE THAN 2 YEARS AGO","FEW","NO","LOW","NO","default"
"26235","LOW","unemployed","OWN","LOW","other","LOW","AVERAGE","YES","MORE THAN 2 YEARS AGO","FEW","NO","MEDIUM","NO","default"
"26236","MEDIUM","6 - 9 years","OWN","LOW","credit_card","HIGH","AVERAGE","NO","NEVER","AVERAGE","YES","HIGH","YES","default"
"26237","HIGH","10+ years","MORTGAGE","HIGH","credit_card","AVERAGE","AVERAGE","YES","NEVER","MANY","NO","HIGH","NO","default"
"26239","MEDIUM","< 2 years","RENT","LOW","debt_consolidation","LOW","AVERAGE","NO","MORE THAN 2 YEARS AGO","FEW","NO","MEDIUM","NO","default"
"26240","LOW","2 - 5 years","RENT","LOW","debt_consolidation","LOW","LOW","YES","NEVER","MANY","YES","MEDIUM","NO","default"
"26245","MEDIUM","6 - 9 years","MORTGAGE","LOW","small_business","HIGH","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"26246","LOW","2 - 5 years","RENT","LOW","car","AVERAGE","HIGH","YES","NEVER","FEW","NO","LOW","NO","default"
"26256","MEDIUM","< 2 years","RENT","MEDIUM","major_purchase","AVERAGE","AVERAGE","NO","NEVER","AVERAGE","NO","LOW","NO","repaid"
"26259","LOW","2 - 5 years","RENT","MEDIUM","house","AVERAGE","AVERAGE","YES","NEVER","FEW","NO","MEDIUM","NO","repaid"
"26262","LOW","2 - 5 years","OWN","LOW","debt_consolidation","HIGH","AVERAGE","NO","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"26269","LOW","< 2 years","RENT","MEDIUM","home_improvement","LOW","LOW","NO","MORE THAN 2 YEARS AGO","FEW","NO","HIGH","NO","default"
"26272","MEDIUM","10+ years","RENT","MEDIUM","debt_consolidation","LOW","AVERAGE","YES","NEVER","FEW","NO","HIGH","NO","default"
"26273","LOW","10+ years","MORTGAGE","HIGH","debt_consolidation","AVERAGE","LOW","NO","MORE THAN 2 YEARS AGO","MANY","NO","HIGH","NO","default"
"26274","LOW","2 - 5 years","RENT","LOW","debt_consolidation","HIGH","HIGH","YES","NEVER","FEW","NO","MEDIUM","NO","repaid"
